"jobtitle","link","summary","description"
"Deployment Technician","https://www.roberthalf.com/job/philadelphia-pa/deployment-technician/03720-0010938602?page=15","Robert Half is looking for a Deployment Technician in the King of Prussia area with strong communication and customer service skills to join our clients IT Team! If you have strong attention to detail, experience with imaging devices and...","Robert Half is looking for a Deployment Technician in the King of Prussia area with strong communication and customer service skills to join our clients IT Team! If you have strong attention to detail, experience with imaging devices and asset management, you might be a good fit for this Deployment Technician role! This Deployment Technician role is an opportunity is an ongoing consulting opportunity. 


Responsibilities: 

-	Aid in Windows 10 Deployment 
-	Imaging devices and Inventory Management
-	Aid in updating data transfer 
 -	Deployment and Data Transfer experience 
-	Prior experience with Imaging tools 


If you are interested in the Deployment Technician role, please email me at [email protected] 
 Technology doesn't change the world. People do.

As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person.

Leader among IT staffing agencies

The intersection of technology and people — it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call.

We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.

Apply for this job now or contact our branch office at 888.490.4429 to learn more about this position.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Inventory Specialist","https://www.roberthalf.com/job/indian-wells-ca/inventory-specialist/00670-9501887049?page=15","Inventory Clerk with a minimum of 3 years experience in such a role is needed for a temporary to hire role with a Desert based Organization within the Resort Industry.   This role will report directly to the Accounts Payable Manager....","Inventory Clerk with a minimum of 3 years experience in such a role is needed for a temporary to hire role with a Desert based Organization within the Resort Industry. 

This role will report directly to the Accounts Payable Manager.

Inventory Clerk will be responsible for maintaining proper Inventory counts with regard to Office Supplies, Marketing and Sales Supplies, Maintenance Supplies and sending out and receiving Merchandise/Shipments. 

Inventory Clerk also runs the mail room and sending out and receiving large volumes of mail and maintaining and running the Loading Dock Area. 

Inventory Clerk needs to be able to lift up to 40lbs. 

Data Entry Skills and Basic Computer Skills are essential for this role. 

Candidate needs to be flexible with days and hours and some overtime and weekend work will be required. Inventory Clerk must also have a clean driving record as this role also drives the company van for deliveries once a month. 
 Inventory 
Data Entry
Customer Service 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Mortgage Closing Consultant","https://www.roberthalf.com/job/glen-allen-va/mortgage-closing-consultant/04310-0010938529?page=15","Mortgage Closing Consultant needed to join a growing financial and real estate institution. This is an exciting opportunity to join a growing team!   The Mortgage Closing Consultant will be responsible for working with customers and...","Mortgage Closing Consultant needed to join a growing financial and real estate institution. This is an exciting opportunity to join a growing team! 

The Mortgage Closing Consultant will be responsible for working with customers and underwriting in order to obtain all necessary documentation to obtain a mortgage. This position is instrumental to the success of the mortgage processing, so candidates must have strong attention to detail to ensure all documents are gathered, filed, and reported in a timely fashion. Previous mortgage experience is a must. 
 The Mortgage Closing Consultant should possess the following skills
1) strong customer service skill as this position is responsible for communicating with clients to obtain necessary documents
2) strong attention to detail
3) advanced experience with Microsoft Office, specifically Microsoft Excel
4) 2+ years of mortgage loan or mortgage closing experience. 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Clerical Support Team Member - SHSO","https://www.roberthalf.com/job/roseville-ca/clerical-support-team-member-shso/00393-0010920560?page=15","If you're looking for work as an Administrative Assistant, OfficeTeam has an opening for someone who is results-oriented and deeply passionate about growing their career. To succeed in this Administrative Assistant position, you will need...","If you're looking for work as an Administrative Assistant, OfficeTeam has an opening for someone who is results-oriented and deeply passionate about growing their career. To succeed in this Administrative Assistant position, you will need to perform various administrative and office support duties. If you love mail merging, pivot tables, and presentation design, don't hesitate to contact us! There is a terrific long-term temporary Administrative Assistant opening in the Roseville, California area!

Your responsibilities in this role

- Answer telephone calls and return voicemails

- Provide help when needed with various projects for other employees

- Organize word processors, files, and faxes

- Receive and direct visitors 
 - Internet research skills

- Ability to effectively interact, verbally and in writing

- Solid understanding of medical coding

- Knowledge of auditing

- Strong familiarity with Epic

 - Accomplished computer skills are a must. This includes word processing, spreadsheets and presentation software, as well as databases and customer database systems

- At least 1 year of Administrative Assistant experience preferred



We are seeking passionate, ambitious candidates that are interested in growing and supporting our dynamic company. If you are a self-starter that thrives in a creative environment, please contact us today! Contact us now - this position will be staffed by the end of the week!

. 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.981.6731 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Optician Technician","https://www.roberthalf.com/job/westfield-in/optician-technician/01401-0010926634?page=15","Robert Half Healthcare is currently hiring for an OPTICIAN TECHNICIAN with a client located in Westfield, IN!  Technicians are responsible for all patient’s preliminary testing, assisting the doctors with any exam needs, and any contact...","Robert Half Healthcare is currently hiring for an OPTICIAN TECHNICIAN with a client located in Westfield, IN!

Technicians are responsible for all patient’s preliminary testing, assisting the doctors with any exam needs, and any contact lens related issues. They ensure the practice's quality standards are met, while completing specific, essential responsibilities that pertain to conducting preliminary testing and gathering medical information and the overall patient experience. Technicians report directly to the General Manager at their location and work in a team environment.

·This position primarily maintains a full-time status, however, part-time and seasonal positions are available depending on business needs.

·Locations maintain working hours of 8a-7p/8p Monday through

Friday and varying hours on Saturdays; the individual must be able to work a flexible schedule to include evenings and weekends as job duties and projects demand.

·This position has no direct supervisory responsibilities.

Position Responsibilities

·Performs all preliminary and any doctor requested testing on patients.

·Accurately document patient's medical history and testing results.

·Prepare and clean exam rooms for doctor to perform exams on patients.

·Receive and verify contact lens orders for patients.

·Order and keep inventory of contact lens stock trial lenses, contact lens rebates, contact lens solutions, vitamin supplements, and over the counter and pharmaceutical eye drops.

·Instruct new contact lens wearers on how to insert and remove contact lenses.

·Compliance with company policies and procedures, government regulations and HIPAA guidelines

·Performs all other duties as assigned by management. 
 Basic Requirements

·High School Diploma or GED required

·Certification Required in one of the following fields:

Medical Assisting, Certified Nurse Assistant, Home Health Aid or Medical Technician.

·Minimum of one (1) year experience in a customer service role

·Must complete testing within first year of employment to demonstrate competency in Technician role.

Additional Skills/Preferences

·Optical experience preferred

·Experience with Electronic Medical Records (EMR) preferred

·Strong computer skills and ability to have high accuracy when entering in patient information

·Exceptional interpersonal skills to enhance the patient experience

·Ability to communicate effectively both verbally and in writing

·Ability to work in a fast paced environment and think quickly to ensure expedient service to patients

Ossip Optometry + Ophthalmology is an Equal Opportunity Employer (EOE) 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.981.6731 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Commercial Loan Processor","https://www.roberthalf.com/job/chicago-il/commercial-loan-processor/04730-9501888845?page=15","Fortune 50 Bank is seeking a new Commercial Loan Processor to join their team! This is a contract-to-hire position located in Downtown Chicago, IL!  Duties: Analyze credit documents and share findings  Report market trend findings to deal...","Fortune 50 Bank is seeking a new Commercial Loan Processor to join their team! This is a contract-to-hire position located in Downtown Chicago, IL!

Duties:
Analyze credit documents and share findings 
Report market trend findings to deal structuring team
Collaborate with other departments in document review
Ensure all necessary conditions are met 
Collaborate with syndicate group 
Maintain awareness of and compliance with internal procedures and policies
Review and interpret commercial credit documentation 
Locate specific sections that need to be entered into system 
 2-3 years of commercial loan processing experience OR
Bachelor's Degree and with banking or financial experience 
Knowledge of commercial loans, syndicated deals, interest rates, legal documentation 
Experience with Loan Processing software such as Loan IQ or ACBS preferred
Strong Microsoft Excel and data processing skills
Customer-focused attitude

Interested?
Send your current resume to [email protected] 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Bilingual Administrative Assistant","https://www.roberthalf.com/job/santa-barbara-ca/bilingual-administrative-assistant/01260-9501883889?page=15","We currently have an open position for a results-oriented Administrative Assistant who is deeply passionate about growing their career at a growing start up in Santa Barbara, California. In this role, you will perform various administrative...","We currently have an open position for a results-oriented Administrative Assistant who is deeply passionate about growing their career at a growing start up in Santa Barbara, California. In this role, you will perform various administrative and office support duties. Do you have quick and accurate typing skills and impeccable organization? Then we have a position for you. 

How you will make an impact:

•	Fielding telephone calls
•	Receiving and directing visitors
•	Word processing, filing and faxing
•	Support on diverse projects for other employees as needed 
 What we are looking for:

•	Strong computer skills including Microsoft Word, Microsoft Excel, Microsoft PowerPoint and Microsoft Access
• Bilingual in Spanish
•	Experience working in Oracle is a must
•	Excellent written, verbal and social communication skills highly desired
•	At least 1 year of Administrative Assistant experience preferred

Send your resume to [email protected] with a description of what you're looking for in your ideal next position and we will be in touch soon! 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Bilingual Logistics Export Coordinator","https://www.roberthalf.com/job/medley-fl/bilingual-logistics-export-coordinator/01020-9501886946?page=15","Company in the Medley a freight forwarding business looking for an Logistics Export coordinator. This is an immediate opportunity and will pay $17 / $20 hour on a temporary and will pay up to $40k once you become permanent.  Previous...","Company in the Medley a freight forwarding business looking for an Logistics Export coordinator. This is an immediate opportunity and will pay $17 / $20 hour on a temporary and will pay up to $40k once you become permanent.

Previous Logistics export experience is required. 

Please email me your resume directly at [email protected]

Experience:

•	Timely preparation of all required documentation (Letter of credit, Ocean Bill of Lading, Service Report Log, etc) for export functions.
•	Customer Service Oriented
•	Work close to a team of 5
•	Must have Ocean export experience is a must.
•	Experience with Reefer Containers ( Refrigerated Cargo)
•	Documentation handling (ensuring export documents are in good order to process shipments-Certificate of Origin, AES, SLI, B/L)
•	Familiar with FCL and LCL bookings
•	FCL Export Experience (reefers a plus)
•	AES Filing/ SED 
•	Negotiate shipping rates with Shipping Lines and Trucking carriers
•	Handle all aspects of Ocean Export from A thru Z for dry and refrigerated cargo
•	Invoicing clients
•	Coordinate shipment pickups with Shipping Lines and Trucking carriers
•	NVOCC/FFWRD / Steam Ship line with direct experience in the booking/documentation side.

Skills:

•	Highly motivated, flexible, organized with a focus on successfully accomplishing the requirements of the job.
•	Must work well individually and as a Team player
•	Work efficiently in a fast-paced environment.
•	Ability to multi-task and re-prioritize regularly.
•	Strong analytical and problem-solving skills.
•	Ability to effectively communicate both orally and in writing across all levels of the organization and with external vendors and suppliers.

Bilingual English / Spanish 
 Experience:

•	Timely preparation of all required documentation (Letter of credit, Ocean Bill of Lading, Service Report Log, etc) for export functions.
•	Customer Service Oriented
•	Work close to a team of 5
•	Must have Ocean export experience is a must.
•	Experience with Reefer Containers ( Refrigerated Cargo)
•	Documentation handling (ensuring export documents are in good order to process shipments-Certificate of Origin, AES, SLI, B/L)
•	Familiar with FCL and LCL bookings
•	FCL Export Experience (reefers a plus)
•	AES Filing/ SED 
•	Negotiate shipping rates with Shipping Lines and Trucking carriers
•	Handle all aspects of Ocean Export from A thru Z for dry and refrigerated cargo
•	Invoicing clients
•	Coordinate shipment pickups with Shipping Lines and Trucking carriers
•	NVOCC/FFWRD / Steam Ship line with direct experience in the booking/documentation side.

Skills:

•	Highly motivated, flexible, organized with a focus on successfully accomplishing the requirements of the job.
•	Must work well individually and as a Team player
•	Work efficiently in a fast-paced environment.
•	Ability to multi-task and re-prioritize regularly.
•	Strong analytical and problem-solving skills.
•	Ability to effectively communicate both orally and in writing across all levels of the organization and with external vendors and suppliers.

Bilingual English / Spanish 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Loan Servicing Specialist","https://www.roberthalf.com/job/las-vegas-nv/loan-servicing-specialist/03100-9501887656?page=15",""," 
 Robert Half, OfficeTeam is in search of a Loan Servicing Specialist. The Loan Servicing Specialist will be responsible for a variety of loan servicing and documentation duties. In this Loan Servicing Specialist role, the responsibilities will be assigning accounts to bankers, reviewing incoming loan documentation for completeness, identifying required corrections, maintain physical department filing system ensuring compliance with Records and Retention. 

If you're interested in this position, apply for this job by submitting your Word formatted resume to www.officeteam.com.

REQUIREMENTS:
 Loan Servicing, Customer Service, or Loan administration experience required 
 Experience and understanding of Mortgage industry 
 Ability to learn and navigate new systems 
 Strong written and verbal communication skills 
 Highly detail oriented and ability to prioritize tasks 
 Proficient knowledge of Microsoft applications (Word, Excel, and Outlook) 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Scribe","https://www.roberthalf.com/job/worcester-ma/scribe/02160-9501888384?page=15",""," 
 Do you have experience taking meeting minute notes?
Are you quick and accurate with your typing skills?

OfficeTeam is looking for a scribe to take minute notes.

If you have experience and are interested please give us a call or apply today!

508-836-4141 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Lead Customer Service Representative","https://www.roberthalf.com/job/port-washington-ny/lead-customer-service-representative/02990-0010930667?page=15","Openings for Lead Customer Service Representative!   OfficeTeam is seeking an articulate, highly-skilled Lead Customer Service Representative in the growing Consumer Products industry. Are you someone who loves creating durable and...","Openings for Lead Customer Service Representative!


OfficeTeam is seeking an articulate, highly-skilled Lead Customer Service Representative in the growing Consumer Products industry. Are you someone who loves creating durable and productive customer relationships? Then this may be the role for you. Be prepared to come into a dynamic and fast-paced environment in this role. This could be the long-term temporary-to-full-time Lead Customer Service Representative position you're looking for, if you can work in Port Washington, New York!

How you will make an impact

- Receive and place telephone calls

- Through your success in the role, you will support business development and client referral goals by actively cross-selling and referring customers

- Provide accurate, friendly customer service in a timely fashion

- Retrieve and oversee the sending of written business communications


Apply today by calling 516-357-2010 or send your resume to [email protected]! 
 - Previous Call Center Customer Service experience required

- Proficiency in advanced Excel required

- Ability to exude confidence, knowledge, and empathy when interacting with internal and external partners and clients/customers

- Proven experience going the extra mile to solve complex customer inquiries via extensive research

- Ability to navigate multiple computer systems, applications, and utilize search tools to find information

- Ability to recognize, evaluate, and resolve problems effectively

- Excellent verbal, written, and social skills

- success driven attitude and an engaging businesslike approach

 - Familiarity with Customer Relationship Management (CRM) systems, e.g. ACT!, Illustrator, Highrise, and Insightly




If you seek to deliver great customer outcomes and want to improve your customer service skills to deliver personalized service specific to individual customer needs, we want to hear from you now. Apply today by calling 516-357-2010 or send your resume to [email protected]! 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Entry Level Biller","https://www.roberthalf.com/job/dallas-tx/entry-level-biller/04120-9501888648?page=15","Robert Half Accountemps is seeking a Medical Billing Specialist to join a high-volume organization in the Dallas area. The Medical Billing Specialist completes and submits bills on behalf of a healthcare provider to commercial and/or...","Robert Half Accountemps is seeking a Medical Billing Specialist to join a high-volume organization in the Dallas area. The Medical Billing Specialist completes and submits bills on behalf of a healthcare provider to commercial and/or government carriers. Works on-site at the organization. May interact with insurance providers and coders to clarify information prior to bill submittal. Must be familiar with ICD-9/ICD-10, CPT and/or HCPCS coding systems. 

Medical Billing Specialist should be knowledgeable in:
-Insurance submittal procedures
-Medical forms (including UB04 and CMS 1500)
-Excellent attention to detail
-Ability to keep current with policy changes
-Highly specialized billing knowledge (long-term care, infusion, and anesthesia) 

This is an entry level position. If you wish to be considered for this position must be registered with Robert Half Accountemps prior to being placed for this position. For immediate consideration and to start our registration process, please send resumes to [email protected] 
 Qualifications:
-1 or more years’ experience
-Full revenue cycle experience
-Background in Healthcare & Health plans
- Strong attention to detail / administrative skill set
-Commercial Insurance/Medicaid/Medicare

This is an entry level position. If you wish to be considered for this position must be registered with Robert Half Accountemps prior to being placed for this position. For immediate consideration and to start our registration process, please send resumes to [email protected] 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Business Continuity Planning","https://www.roberthalf.com/job/san-francisco-ca/business-continuity-planning/00410-9501888353?page=15","Are you a Business Continuity Analyst with strong leadership skills? If it is time for a change, then I have the role for you!   A private wealth management bank servicing high network clients is looking for a skilled lending operations...","Are you a Business Continuity Analyst with strong leadership skills? If it is time for a change, then I have the role for you! 

A private wealth management bank servicing high network clients is looking for a skilled lending operations professional with a strong operational risk and business continuity planning background to join our Lending Services (LS) Operational Risk and Internal Control team. As the Operational Risk and Business Continuity Analyst, you will provide strong oversight of the vendor management function, ensure departmental procedures are up-to-date, and facilitate and support the development, planning and testing of the business continuity plan (BCP) with the overall goal of ensuring effective governance and oversight for Lending Services. 

For immediate consideration, send your resume to ehtisha[email protected] directly!! 
 The ideal candidate for this role with have strong experience with the following:

-Viso
-Vendor Management 
-Experience developing BCP (Business Continuity Planning) from scratch 
-3-5 Years of business continuity experience 
-Strong working knowledge of MS Office Suite
-Bachelor's Degree 
 Technology doesn't change the world. People do.

As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person.

Leader among IT staffing agencies

The intersection of technology and people — it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call.

We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.

Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.

All applicants applying for U.S. job openings must be authorized to work in the United States. Robert Half will consider qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance.

© 2019 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Facilities Assistant","https://www.roberthalf.com/job/seattle-wa/facilities-assistant/04413-9501888688?page=15","As the Facilities Assistant, you will help with many office duties and provide administrative support. This is a highly interactive and vital role and you must exhibit a passion for excellence, can-do attitude and be a pro-active problem...","As the Facilities Assistant, you will help with many office duties and provide administrative support. This is a highly interactive and vital role and you must exhibit a passion for excellence, can-do attitude and be a pro-active problem solver. You will play a central role in keeping our office operations and activities organized, on-track and moving forward.

Facilities Assistant Responsibilities: 
	- Planning, scheduling and preparing events and meetings including lunches, dinners, parties and speakers.
	- Ensuring meeting rooms are clean and ready with food and materials.
	- Conducting facilities and general office onboarding meetings.
	- Keeping our conference rooms and kitchen clean and orderly including occasionally cleaning dishes.
	- Serving as back-up for our Receptionist.
	- Minor maintenance (including toner replacement, freeing paper jams) for office machinery and coordinating repairs.
	- Managing our travel vendor and facilitating travel arrangements for Directors and Executives.
	- General and confidential filing. 
 Requirements
- Minimum high school diploma or GED required
- Must be able to lift and carry items up to 20 lbs. in weight
- 1 to 2 years of customer service experience
- Ability to interact professionally with residents and staff
- Ability to communicate effectively in English, both verbally and in written form
- Basic computer proficiency with Microsoft Office

Competitive compensation available. For more information please contact Jacob Gassen at 206.830.9974, or email him at [email protected] 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
